user,sku,category,query,click_time,query_time
32094e3bf285bb711e1a5f9b76fa45977f7a75e6,2078113,abcat0701002,Forza 4,10:54.1,10:46.7
320acea81ceae423fb246c41cd41e695870b7e9e,2670133,abcat0701002,rise to remain,46:34.4,44:33.1
320ae47e4c02060a7abf850de6b9e9ad07133753,2107458,abcat0701002,Battlefield 3,36:34.4,36:01.7
320e2dd7b926ac7ada1d4b023a37a92318e3f18e,2173065,abcat0701002,Batman arkhan city,36:55.5,36:12.4
320e2dd7b926ac7ada1d4b023a37a92318e3f18e,8595763,abcat0701002,Lego star wars,03:06.8,02:30.4
320e6c9cb01edebca71224c7b207a8b5362a47e9,2670133,abcat0701002,call of duty,45:56.2,45:17.2
32148d988c4b4ebc7977dda735ca6fe3246bc319,2945052,abcat0701002,Call of duty: modern warfare 3,22:26.7,21:49.5
3216fa2db32b356fefef4388f45c25cceac53d85,2977637,abcat0701002,Nba2k12,01:29.9,01:17.8
321905c7a946ff5c40ef570b620fc4fbdb993e1c,1228939,abcat0701002,tv headphones,51:39.3,47:44.2
321e770079cb65d49b0a5f577303b74195384f9c,2375195,abcat0701002,Xbox360,17:24.9,16:41.1
321e770079cb65d49b0a5f577303b74195384f9c,9854804,abcat0701002,Xbox360,18:41.1,16:41.1
321e770079cb65d49b0a5f577303b74195384f9c,9854668,abcat0701002,Xbox360,21:01.6,16:41.1
32212e428fb6d27e38cda1995eadf30fd7b334bb,2541184,abcat0701002,dead island,26:38.1,26:24.0
3221bd90b672922957cabd7ca7dad7ec648a05c2,2095189,abcat0701002,Skyrim,31:54.5,31:47.9
322215d4aa1489280009795fd9b736317dc3956a,2633149,abcat0701002,rocksmith,31:22.6,30:54.8
322521b7eea9246206679a3821d13b0d35d51fb2,2977637,abcat0701002,xbox 360,48:19.4,48:11.2
32264e099be8ff709e789ed946b8434bc07a2618,2107458,abcat0701002,OnlineMidnightSale_Computers_Tablets,10/26/11 0:11,07:59.0
3226e16f552f3cace89c2690916d079b61fb8f36,2833031,abcat0701002,call of duty black ops,14:37.7,14:19.7
32275d5b76797b6c2f71084a2e429403032147ee,1816073,abcat0701002,pirates,52:30.8,51:03.4
322b06023185bc524b4dd431dadde70c74fb6018,2977637,abcat0701002,xbox,08:50.3,08:15.9
322b0cfc136af8838199f4bdbd4e97813059576a,2173065,abcat0701002,batman,19:09.4,17:54.6
322b0cfc136af8838199f4bdbd4e97813059576a,3046603,abcat0701002,batman,19:36.5,17:54.6
322c10fa2801b26e43f9ad370c6b73b19e1a6e05,9902347,abcat0701002,Xbox turtle beaches,48:48.5,48:31.4
322c13a00389fa699439ea8d1affffd2f5d9c337,9902347,abcat0701002,Black ops,32:07.6,29:43.6
322c5c055760daa510b18b2df39b238f101ea553,2467183,abcat0701002,Gears of war,49:18.5,48:32.2
322f8abe71269c5cddc3eeffc10e204ed7435b11,2628429,abcat0701002,Eden,11:25.4,11:06.9
32330ecb47099330caa464eb9503a68b9adfe37d,2375195,abcat0701002,Madden 12,10:55.9,10:13.1
3233309bc3fb1f2375696af31dfa2bec4c98be7c,7294661,abcat0701002,halo 3,56:43.8,55:55.3
32364da44c5049eb8629f314ba6a7b01ce4e4130,2945052,abcat0701002,modern warfare 3,09:55.7,09:33.1
3236ede1e64c82be6a100f372d56d0a59a2b95f3,2095189,abcat0701002,elder scrolls,09:07.6,08:26.8
323800b9bac383cc79939c0816b83121d17cd40a,2467129,abcat0701002,Gears of war 3,28:08.2,27:42.2
323bb6077bd2f2971a660a92a437fba6fdc09686,8321737,abcat0701002,Transformers,11:21.0,10:05.7
323e4d262e15811063e5576b902af5cb25b0d625,2670133,abcat0701002,Modern warfare 3,25:57.8,24:53.1
323f182ea775f34a6f13b2a32456b7865fe1cce6,2977637,abcat0701002,Xbox NBA 2k12,27:46.1,27:30.5
3242247ec51c4628a2bf6fcdb4b8c4c93b77bf8a,2670133,abcat0701002,Modern warfare 3,13:12.5,12:58.0
3243b4c5802ffef438cce7eff8c60268946c60c2,3046603,abcat0701002,Batman,46:01.3,44:46.8
3244f830b733bedf05e6fed3adee3e2e60e494aa,1251132,abcat0701002,Deus,01:59.1,01:55.5
32451b7e1575f75519ca335b2299e5695591d98e,2704058,abcat0701002,FIFA,29:36.5,28:40.7
32459795afd1646e0fd428d8c8c1ee34c1332b70,2467183,abcat0701002,Gears of war 3,18:02.7,16:37.1
3245b74d29f676a9bae59283eedb7ee40b499c8b,1974315,abcat0701002,wwe all-stars,57:56.1,57:41.6
3248df5592ef84e1e558446eb237e6d962e637ee,2078113,abcat0701002,xbox 360 games,16:09.8,15:22.6
3249e8daba1b09ac0b34b624876d877d695748aa,2078113,abcat0701002,xbox games,17:50.6,17:19.9
324c6ae16da1ace368b1ad5868d94b71a547d242,3209295,abcat0701002,el shaddai,53:26.1,53:12.4
324cf02acb2b0b8a0d64f7b8230ccd2be1db4bbd,2833031,abcat0701002,Blak ops,20:59.7,20:46.6
325172e32314f008cd05dbdfb2a071b04955e6a5,9460736,abcat0701002,forza,33:38.8,32:42.5
325177f6b218ffc0c5da6d29abd32110f6b79f8e,2807036,abcat0701002,nhl 12,12:30.1,12:14.0
3251931fe22eef6e373347204ea8232d126ced8c,2107458,abcat0701002,preorder battelfield,35:15.4,34:41.0
3251da578524faaebc6658c81b90843a38a8f052,9511432,abcat0701002,video games,19:27.9,16:52.6
3251fc6e3a505649c1fe3d9e95e7d55b142dfdcc,2432276,abcat0701002,Ufc games,15:16.4,14:47.0
3252dd2771ca89d43facf34fe78539f12d4a5632,2173065,abcat0701002,batman arkam city,57:47.6,57:36.7
32535e265fdea26383ee6b4c820fc33449615ccd,2467183,abcat0701002,gears of war,06:14.6,04:18.2
32535e265fdea26383ee6b4c820fc33449615ccd,9854804,abcat0701002,gears of war,06:56.7,04:18.2
3253e15b13e76f7dd62ff8d654919462e39258e9,2107458,abcat0701002,Battlefield 3,04:36.5,04:23.1
3253f1a72d86b46e4347c2b8eb8b94fb68075110,2375195,abcat0701002,Ncaa College football Xbox,15:39.3,11:48.0
325437fd2c0502ea17bdf797716143a3fbab88d3,9854804,abcat0701002,Gears of war,07:23.5,07:16.5
325437fd2c0502ea17bdf797716143a3fbab88d3,2032076,abcat0701002,Gears of war,08:37.8,07:16.5
32554758aeecbbe590f759b83e3bdbe27c213f45,3559384,abcat0701002,The sims 3 pets,08:33.0,07:32.6
3255c2ac72ad1d7f98e7dba65b07de8b16bf04f7,2375195,abcat0701002,Madden NFL 12 Xbox,00:37.2,00:24.8
325831dc207b6843a2e9d57349bbaebfbf56ba41,2897055,abcat0701002,Kinect sports,48:11.8,47:40.3
325831dc207b6843a2e9d57349bbaebfbf56ba41,2823899,abcat0701002,Kinect sports,48:32.8,47:40.3
3258da65caa7b6991b02d3bdf58a3421025751f2,2953607,abcat0701002,forza 4,48:03.6,47:52.7
32590e7de8e75a3f97799ec70b35f8240430fec8,1930151,abcat0701002,tiger woods,34:32.2,33:49.3
3259b6569df02c83f06828ed13d36701bd02d676,2807036,abcat0701002,NHL 12,31:08.0,30:56.9
325c8af77412878271bd1aed1df3768ca57245e8,2107458,abcat0701002,battlefield 3,35:16.0,34:26.0
325c8bd464193c35310933175243a3d8d280869d,2977637,abcat0701002,NBA 2k12,22:39.0,22:03.6
326102574648a070eb3ff09ed7c67bf676512d43,1251132,abcat0701002,deus ex,54:34.1,54:22.3
326542e7552b0fdc3c37631f0591737a297e6be0,9854804,abcat0701002,xbox 360 games,30:11.3,29:19.9
326619038ea165d64abfe3d4c2802f55311eb76d,2704058,abcat0701002,fifa soccer 12,19:26.2,18:57.1
3267f8947ea3c24fbbbbb3c4aec65750566006ef,2173065,abcat0701002,Batman arkam city,08:48.6,08:37.6
3269397909dab44e31225d6ab7aa031da5b7fbc0,2977637,abcat0701002,2k12,46:41.0,46:23.0
3269865336663b08f4fcd31e793e1bf280a7c3e5,2833031,abcat0701002,Call of duty,05:44.7,05:36.8
326b3185c1ea14fc31a6c6ffe1baf2e60c6375de,2107458,abcat0701002,battlefield 3,24:32.7,24:12.5
326beeffd69c0ee61dbd31d9dd98262f925e17e0,9713872,abcat0701002,xbox 360,14:18.1,14:09.9
326d94de77b979e74c9dc2145351bb692f95196b,9902347,abcat0701002,Black ops,53:49.5,53:38.3
326e2c377c439a4529f4e90a7279072a5ca067f6,1182175,abcat0701002,Battlefield 2,52:43.4,52:34.1
326e2c377c439a4529f4e90a7279072a5ca067f6,9927328,abcat0701002,Batman,57:57.7,56:47.4
326f477be1f24699ff57af88dd6a95182e83c1a8,2375195,abcat0701002,Madden 12,02:23.6,02:09.5
326f66783d4fe76becd400927117d7e31d859d8b,9791723,abcat0701002,ncaa football 11,48:29.3,48:03.9
327222a54729a0db354ff3c0179a08b68bdce8fa,3071408,abcat0701002,spiderman,38:42.6,38:33.9
32768d5def32f06a8df6196ecc033b25badb26c2,2107458,abcat0701002,Battlefield,38:06.8,37:48.5
3278560222275af5fb9f94529539df5256c90f6a,2633103,abcat0701002,rock smith,26:43.6,26:21.1
327b5cb57bfd116e75025dcdf8f59b81831bf67b,2633103,abcat0701002,Rocksmith,22:00.6,21:42.4
327e9110b5a2670fb0ea45cbf52eb0b7dc162bdb,2541184,abcat0701002,dead island,05:29.5,05:05.2
327eaf7f632aab3eb0d0c8334597ee4d68420e21,2541184,abcat0701002,dead island,57:15.7,56:59.1
32833b207b8c4d99f1ed786e494917a430ecaa15,9276473,abcat0701002,Modern warfare 2,48:50.7,48:17.0
328749912fee3ea1e9c8225d98a1e2247bdbdc7d,2633149,abcat0701002,rocksmith,08:52.6,08:25.1
3287c870031d386c61f8b4a29791fc3247031a1a,2670133,abcat0701002,MW3,51:43.0,51:34.9
32881fa9aa61a5318e3e255b95d71ca62e9d2fae,2945052,abcat0701002,Call of duty modern warfare 3 hardened,15:11.2,15:02.8
328af566b39031bdf859dcbf4eaa24bc8fd94352,2541184,abcat0701002,Dead island,41:19.4,41:08.8
328c02d3d9f97d0c6a52b06435cbc2cd32fdfc4a,2541184,abcat0701002,Dead island,13:52.2,13:25.4
328c66c1c2c698b3961dbdb3fb54feeb7a73b43d,2935092,abcat0701002,Gunstringer,19:31.7,19:19.4
328e3d7592398633f0b7fcd3b250b3e73ccba26a,3046066,abcat0701002,rocksmith,15:24.0,12:29.7
32915af787a80965b28eabb16e065dcb2341c76e,2897073,abcat0701002,kinect disneyland,29:04.0,28:57.6
32937c43f10d48c095fb8e5e9debaacffa65c475,3209295,abcat0701002,Always sunny in philadelphia,26:31.6,22:46.8
3297b5346b020b98f4bb6f6ff509a13c3d7d87ca,2953607,abcat0701002,forza 4,05:16.7,05:05.5
3297b5346b020b98f4bb6f6ff509a13c3d7d87ca,3001046,abcat0701002,forza 4,05:34.4,05:05.5
3297d50434326944e158d3109c4b2891ccc538d5,9893348,abcat0701002,War for cybertron,13:55.6,13:43.0
3297d50434326944e158d3109c4b2891ccc538d5,2856465,abcat0701002,Madden 12,15:53.0,14:48.7
3297d50434326944e158d3109c4b2891ccc538d5,2375195,abcat0701002,Madden 12,16:47.8,14:48.7
3299366375bd59d8c8b81c898e23e6aba97ba851,2107458,abcat0701002,battlefield3,02:40.9,02:09.1
32996fd82167bf934bb1de878076bc7e531d7110,7959033,abcat0701002,Gta 4,45:16.7,44:11.0
32997efb19ff989b2c0c2e32ce6a286c9dd70b48,2802508,abcat0701002,Just dance 3,10:18.1,07:16.0
329ac7e57febc5c06a702bec254db7db8a728217,2633149,abcat0701002,Rock smith,55:37.8,55:21.7
329bd0d480803a8d3d1cda624893ab1603e3864f,2613542,abcat0701002,assasins creed,25:04.3,22:32.1
329c14e4c493f5770c4769b76bef8037c2c5228f,2703101,abcat0701002,hulk hogan,21:17.4,20:35.3
329c45c24fd95b26d2678805045b7ec545201fb6,2173065,abcat0701002,Arkham city,57:54.4,57:43.5
329d21751c7bd10abb4ce1f0caa5be324bbace57,2525293,abcat0701002,juarez cartel,04:53.9,04:10.5
329e572f7137d6e91f88a30a079a99813387c839,2541184,abcat0701002,dead island,02:44.3,02:25.5
329e572f7137d6e91f88a30a079a99813387c839,3046603,abcat0701002,dead island,05:35.6,02:25.5
329f68a5f8792696cb9de4b3b1e7de6be6c9e3ba,7959033,abcat0701002,grand theft auto,59:37.5,59:26.8
32a43529ffa2b4b54931ee312d30426fc0ed886f,2173065,abcat0701002,batman,34:10.1,33:37.6
32a4e47d4f3fb8629ce7b2e02422eb971b6bf74b,2541184,abcat0701002,Dead island,42:19.1,42:05.9
32a63350fd148b04adb68fad77bb19bf525307c7,2340293,abcat0701002,Ncaa 12,08:22.5,07:49.7
32a6bd60e59d3ddba4d35abc4c6a87a033bd3af9,2633149,abcat0701002,Rocksmith,19:32.3,18:59.8
32a76a8aa288436b85a09cb892db53706ea7b2a1,2375195,abcat0701002,playstation 3 console,47:50.0,45:30.8
32aa2295d0331eac64e34fc41e62f04e2c22c1d9,1580049,abcat0701002,Xbox 360 250gb with kinect,00:04.8,57:05.5
32acc44b64ec7bdeacc2335fe6e5ba65b24edd5c,2095189,abcat0701002,ps3,31:11.9,28:17.2
32af92498a8d3b1e66fd9c395314d70e62101237,2613542,abcat0701002,Assassins creed,58:11.2,57:44.1
32b57c29ce333e72420752bcabc58e84136a14d9,2945052,abcat0701002,usb wireless internet adapter,57:34.5,53:46.4
32b7de7bfb765aa9915ca3e956c19da89bf58a6f,2977637,abcat0701002,NBA 2k12,06:38.4,06:28.8
32b7de7bfb765aa9915ca3e956c19da89bf58a6f,3046603,abcat0701002,NBA 2k12,07:25.5,06:28.8
32bc655af38459b3c027890d90bb29e817d8c4f8,2107458,abcat0701002,Battlefield 3,46:39.1,45:27.1
32bd4c91a2a21101110cc17851ecc07328590b39,2541184,abcat0701002,xbox 360,26:50.8,24:04.9
32beef183dc6d04b7d9f8bd1cef08bf085534eb6,2375195,abcat0701002,Madden 2012,37:20.0,36:06.4
32c0e460a3960a55269ed911f9ac441e9ee44107,2107458,abcat0701002,Xbox 360,04:43.8,03:56.3
32c14e7f585446455d138102e9235e93d59aa1a6,2628429,abcat0701002,eden,05:43.6,05:22.3
32c2a13e27542f4a941fb8386acdc2ba44d665fe,8025816,abcat0701002,Tony hawk,33:01.5,31:18.4
32c6879591b04bed582a6b5ae5f62ac63cf87be1,8237302,abcat0701002,ghost recon,04:27.1,04:06.3
32c711cf23dea22debe0b46ad16a389234ea0f4b,2107458,abcat0701002,Battlefield 3,15:07.7,14:54.4
32cbbb36139514c9ab6d26be0250e7a33895b149,1563461,abcat0701002,Crysis 2,02:46.1,02:38.9
32cd4e8b699d5968ece41f44ec1a6f6aef9beb97,9854804,abcat0701002,xbox 360,55:11.7,55:03.3
32ce52bb765658f1cdc9b9d802565371005d3629,2704058,abcat0701002,FIFA 12,11:12.7,10:25.9
32ce61e79a26426b35d25d0a1470a5b900bd1196,3046603,abcat0701002,Uncharted,22:43.1,19:23.9
32cee8ebe70c5ebaaff27ccbdab96735059be1af,9649243,abcat0701002,lost,27:30.9,27:11.8
32cf4d19e855f8247375212eb27426f990af88dc,2375195,abcat0701002,Madden nfl,42:41.9,42:05.6
32cf9924fb665a070947a5c7e0c594b460376837,2935092,abcat0701002,Multiplayer xbox 360 games,17:54.0,13:59.1
32cff0d781d6b32da9916ef85ce6c88cb62a0fd4,2541184,abcat0701002,Dead island,29:30.1,29:04.3
32d165ee951fd5297c442a0c6979a4d73d16f643,2670133,abcat0701002,Calculators,12:41.5,08:51.6
32d3c696abf5cf6c23fe2798f7c2c5a59e6ca04f,2375195,abcat0701002,Madden,13:04.1,12:10.7
32d3c696abf5cf6c23fe2798f7c2c5a59e6ca04f,1953203,abcat0701002,Xbox controller,15:31.4,14:06.9
32d44c9cd22a3d4865edc3141372d83f58e758cc,2633103,abcat0701002,rocksmith,47:26.9,47:07.6
32d5cc2fbf54ccc0ed7d4677d58fe3ed3600c5dc,1930151,abcat0701002,Tiger woods PGA,48:44.4,48:25.4
32d5cf63de5d9ecd0c940811d2a479d279f3e0ac,2467183,abcat0701002,Gears of war,15:35.5,12:58.9
32d6f1d2a6d4bf61150cb0226c534c270f7a8ab6,9649243,abcat0701002,lost,40:56.5,40:39.4
32da49c60665523b010c687a3a63f87480d70275,2945052,abcat0701002,Mw3 preorder,58:04.2,53:48.1
32da6e07452219816eb5a5e832a17d2101b47c21,2173065,abcat0701002,Red dead,26:31.4,22:24.9
32da6e07452219816eb5a5e832a17d2101b47c21,1508787,abcat0701002,Red dead redemption,02:28.0,02:11.6
32dca8adeeda066a50f0529d9417492649146e81,2977637,abcat0701002,NBA 2k12,51:07.7,50:59.4
32dfc3324ac9d4c09fb67a50755f83d99f1f5ecf,1816073,abcat0701002,pirates of the caribbean,51:27.5,50:43.9
32e1bbee371ea6b00f5be845b5821398471b5ccf,1067948,abcat0701002,red faction,16:16.5,16:10.2
32e1bbee371ea6b00f5be845b5821398471b5ccf,1251132,abcat0701002,deus ex,17:11.6,17:05.2
32e295470665376d41cda11cfa38e28579fe1692,2704058,abcat0701002,FIFA 12 for wiu,35:23.2,32:31.1
32e4a7ea8c160bab3f1a5179101f0f33479689c1,2173065,abcat0701002,batman arkham city,10:06.0,09:49.4
32e4d2fad6e78c36baf246c1fd987dd5f062b34c,2703101,abcat0701002,Hulk hogan,28:45.7,28:27.5
32e4dd3956b73b3dd5b5dce115ba70e217c5f7d3,2945052,abcat0701002,Madden NFL 12,17:31.8,13:21.7
32e5b0c7e3651642d56278e448f715f2e99e820e,2375195,abcat0701002,Madden 12,56:13.9,55:22.1
32e79eba9ab58ced925bc3af8fd1f4acbae83f00,9902347,abcat0701002,call of duty black ops map pack,20:55.5,19:39.6
32e7e37c968a97fd4e3ed0f3385c27d6d2c5ad88,2107458,abcat0701002,battlefield,43:58.9,43:43.5
32e9099ecdff95cd41058142b8b9bbf01277238b,2107458,abcat0701002,Battlefield 3,13:49.7,13:21.6
32e9e6bb197acce3c3419f98ce9f6169aa069921,2633149,abcat0701002,rocksmith,29:53.6,29:34.9
32eaf2c84d731ddfc5bfd516fb1a73fd3c0fc076,2670133,abcat0701002,Mw3,33:11.4,32:53.5
32eb50fbf820b9d15e22a0f579aa34e13df939e3,2670133,abcat0701002,Forza 4,27:02.9,25:20.1
32eb50fbf820b9d15e22a0f579aa34e13df939e3,2107458,abcat0701002,Forza 4,27:40.1,25:20.1
32ebdf61dffbf400e400bd442cf5207572451757,2541184,abcat0701002,Dead island,32:14.0,31:55.8
32edb8e1d7f70691781779c69211952932f81d0c,1431386,abcat0701002,borderlands,47:39.9,47:31.0
32edf7807502bc65b26bb28a11d228070ec5f461,3046066,abcat0701002,Rocksmith,28:12.7,27:41.9
32f2550193c6bc2f1a433fcb4dd3c22c525b957c,9441712,abcat0701002,fallout,08:02.9,07:16.4
32f2550193c6bc2f1a433fcb4dd3c22c525b957c,8813313,abcat0701002,fallout,08:32.5,07:16.4
32f6a7cc0dd4e5e9cafed1f3637b62eb1b0dd68f,2628429,abcat0701002,Child of Eden,32:04.0,31:48.5
32f8448c3c6e9ac814cc355d6355d881ee6cd13b,9854804,abcat0701002,xbox,57:45.4,57:32.1
32f8fcfe25a7c88bc77553dd002a5797f4187777,2670133,abcat0701002,modern warfare,54:13.4,54:01.7
32f8fe0ba08d9024fcd22ef20aaec7b338b1ab19,2542914,abcat0701002,Silent hill,30:28.3,29:24.7
32fab5c244d69dc7be6ac51a36dfaf4fd1699f07,2903172,abcat0701002,minecraft,06:06.5,05:14.0
32fc887fbd7a63c41369c61f1ec77bdf047d6295,1816073,abcat0701002,Pirates lego,14:18.4,13:54.7
32fdd872f4b2957d84105b59ea650457d47010d5,2977637,abcat0701002,NBA 2k12,46:03.5,45:52.3
32fe04f25f30c821d8ff447548f38cad24e0e3e3,3046603,abcat0701002,Batman,17:52.6,16:10.0
32fe928fcc4b6308fd49260e1559e314d2d6d098,2633103,abcat0701002,Rocksmith,09:07.8,08:22.4
32ffa3236f14c0157cf42ab8c856230100693e87,9854804,abcat0701002,gears of war 3,09:02.8,08:55.0
32ffa3236f14c0157cf42ab8c856230100693e87,2856517,abcat0701002,gears of war 3,09:38.7,08:55.0
330446c0c8260a6c83fedb91c2e051375be34b9c,1251132,abcat0701002,deus ex,22:14.3,21:04.5
3306f922fab6c368ef8b17a3ba858fcdece59700,2173065,abcat0701002,Batman,13:35.0,12:42.8
3306f922fab6c368ef8b17a3ba858fcdece59700,3046603,abcat0701002,Batman,14:07.4,12:42.8
33093d293ee55e8948c832710987e2f40481ad78,9936089,abcat0701002,platinum hits,22:43.0,19:47.1
33093d293ee55e8948c832710987e2f40481ad78,9827204,abcat0701002,platinum hits,23:17.9,19:47.1
330a80c118fc2173a55102f20b8dad11df90fe39,9854804,abcat0701002,gears 3,22:01.9,21:45.8
330a80c118fc2173a55102f20b8dad11df90fe39,2945052,abcat0701002,modern warfare,23:38.2,23:13.7
330c3e252bf83234ef886529996e0b7235e9b448,3046603,abcat0701002,Batman arkham city,18:56.1,18:26.7
330d45b49a75051982f7d1869f2468bd2b69e98f,3487029,abcat0701002,Tropico 4,14:43.7,14:26.7
330ec4bb2be2f791e4b56a28b3bd5cea2d118703,2248278,abcat0701002,transformers,46:45.8,45:20.5
331263a09f6898e21477aacb52e62618140f6fd9,7294661,abcat0701002,halo,57:51.8,57:46.1
3313c9d34365e91dba535ef857f43b763e42154f,9791723,abcat0701002,Ncaa,36:20.0,36:08.0
3313c9d34365e91dba535ef857f43b763e42154f,2340293,abcat0701002,NCAA,42:44.3,42:14.2
3314c732ff4941294b0e2dd73f6761bd2ea1c857,9889193,abcat0701002,ghost recon,23:04.7,22:46.2
331767e57df898ecf3eb1461010af6b530debded,9902347,abcat0701002,Xbox,05:26.0,04:45.8
331861b82a0a910b23ca3e7c3c365006ec130db8,2953607,abcat0701002,Forza 4,52:20.0,51:50.5
33186a130a4014e633981ee74a4df922fa98ff46,2467129,abcat0701002,201109_Gaming,24:36.5,24:09.5
331a3125a6bcd5d36901604851831a29abf1c6b7,1685052,abcat0701002,dragon age,15:50.9,15:02.3
331d385bc0f998de598fdb3276bbfe85622fb03c,3001046,abcat0701002,360 pack,14:17.8,13:52.6
331d385bc0f998de598fdb3276bbfe85622fb03c,3552327,abcat0701002,Dragonball z,48:43.7,47:37.7
331e0793af2f0e327c3c315aefe7476664f31643,2467183,abcat0701002,Gears of war 3,13:01.4,12:40.7
331e6a5887280f357af494d80c312a0c8fe3d05c,2977637,abcat0701002,nba 2012,29:17.6,28:21.4
3321c8ea3156bead7605c5d251ddeab6930ed217,2856517,abcat0701002,Halo,21:33.7,21:08.0
332723b8ea2fa48100caa512000d23cb514a492f,9854668,abcat0701002,Halo,56:23.7,56:08.1
332b2910eb0fd4f35e9bd4797c2161fe50f5da34,2977637,abcat0701002,2k12,30:20.4,29:37.1
332c40f6a8358133ec4e735078d1ed649c94f61a,9902347,abcat0701002,Dynex,06:46.2,04:29.7
332dcf29ab3005b8590c1b6094337c2349af5db4,9927328,abcat0701002,Batman,07:00.0,06:37.5
332fc64450dc740077699ac5c2b5198dcd55b2d5,1431386,abcat0701002,borderlands,20:50.3,20:23.2
332feafeeeeec80c782ae211202115cc9e3bb5ed,2375195,abcat0701002,madden 12,08:55.3,08:23.6
333181409455d6184b72597ee4c22dac9ae9af1e,2670133,abcat0701002,call of duty,53:04.5,52:22.8
3332bc88413999fcea402595674491434c020406,2670133,abcat0701002,modern warfare 3,59:39.8,59:32.5
3332ca62521a21b2e4b98cbf2269705f2a65fbf3,2432276,abcat0701002,Ufc personal trainer,36:29.3,36:15.6
333354efff103841f3db6781da2b456fe4fa5965,2173065,abcat0701002,batman asrkham city,17:15.7,16:42.8
33388ba2aa5c0afdca2df87b4d21fc279eb56a28,3552327,abcat0701002,Dragon ball z,27:11.0,24:56.3
3339b9b52fed827b35385bccfdbb6f3413e98fd1,9713872,abcat0701002,halo,31:47.3,31:30.7
333ca0b9de4718355f93079ece70dfcad1757ecc,2977637,abcat0701002,Nba 2k12,44:28.7,44:13.3
3343ca2793b48737172d58f2ca1175937c7765d1,2107458,abcat0701002,battlefield,22:36.0,22:26.2
33459c26778f8dcc2b997eb19f4fbd57a469cb17,2807036,abcat0701002,nhl,51:58.8,51:40.0
3347812626d8661a55451ebad248f02a888ff8fc,2945052,abcat0701002,Call of duty modern warfare 3,10:06.6,09:32.2
334857a0ce751b5dfcab995b57cc2a5e805cab4a,2945052,abcat0701002,Modern Warfare 3 Hardend,04:21.4,04:05.3
3348cfe53fc4099b4cbb3d1287922efe7ecd9755,3046603,abcat0701002,Batman arkham city,26:54.7,26:24.4
3348cfe53fc4099b4cbb3d1287922efe7ecd9755,2842639,abcat0701002,Rise of nightmares,09:18.9,08:19.7
3349e939786641352c21da006e08d00bff297a08,2628429,abcat0701002,LaborDay_VideoGames_20110902,08:39.2,08:19.3
334cf7940e6338249a8b3dbf1ed524e5c8927945,3455398,abcat0701002,elite,26:02.4,25:42.1
334d59a9b65dbb143c6459cfcbb915a3e7b24c60,2613542,abcat0701002,assassin creed,52:03.7,50:47.7
334e72cc10b773bdb90c55b2ad1f14c98d2aa37b,9460736,abcat0701002,forza,50:50.3,50:18.3
335118bc82a788cab50d7cfc252942dc918e6f81,2107458,abcat0701002,Battlefield 3,20:59.4,20:42.5
3352af5333e2b9c979dc931c2557270d8bbf6814,1251132,abcat0701002,Deus ex xbox,18:41.9,18:24.3
335353cecb610ba150c4a1b81492e5768cde1088,1092494,abcat0701002,cadd,16:39.2,13:03.9
3355a4f5dc2463b820bf123459432f24dfd1eafb,2758085,abcat0701002,Dark soul,30:38.0,30:19.5
335a09602321c4a3c213df30a6b19692f0742485,1228939,abcat0701002,xbox,23:57.9,23:41.6
335bd16f44deec7fd92a820226ec3b8abea87408,2173065,abcat0701002,Arkem city,57:48.8,57:41.0
335c38ea4f9f65407ec3e6a48880daaa733cd349,2107458,abcat0701002,battlefield 3,49:35.0,49:10.8
335c390756c255f383649fcbea8adccb6c2623e4,2945052,abcat0701002,Modern warfare,29:32.3,28:54.7
335d65ac3f00f1cdb475fdc354d43fc113c8effa,3046603,abcat0701002,batman limited edition game,04:25.3,02:12.8
335ebf5bab9696530d8220bd895f2a6b88aeb768,2541184,abcat0701002,Dead island,55:28.3,55:12.3
335ee1d6830cd04fadfe5d78b893f4d3627220ab,2633149,abcat0701002,Rocksmith,41:50.8,41:32.8
336031ec803590bbb7674091f994d987d7f8ff53,2807036,abcat0701002,Nhl 12,32:06.7,32:01.4
33644e87886ac7dd99b334f68bad8dc22927c0f6,9254111,abcat0701002,halo 3,18:07.5,17:58.1
336597698f67e8b7583634a177cc2fc3ddc49d14,2670133,abcat0701002,Call of duty,54:19.4,53:49.3
336597698f67e8b7583634a177cc2fc3ddc49d14,2078113,abcat0701002,Forza,57:30.5,57:01.4
3369bb3ecb64483a2b5258a1042d3b9ad78d3380,2953607,abcat0701002,Forza,48:12.7,47:26.4
336e360473eda0ed24d39a8fe4ce1255f199e1db,9927373,abcat0701002,F.e.a.r,55:45.9,55:23.6
336e942f03a48c1d97b4c379e7923d599baa6b05,9902347,abcat0701002,Gears of war pc,50:16.5,50:01.0
336e942f03a48c1d97b4c379e7923d599baa6b05,2032076,abcat0701002,Gears of war pc,53:50.1,50:01.0
33766f389280857d738dc338280c5f2269394dbc,2541184,abcat0701002,Dead island,44:32.9,43:52.4
3377e8d095dbbc344d08a63af80b95c64b982b2d,9854804,abcat0701002,Gears of war 3,38:47.6,38:31.6
337835a3e13df051811ec6885ffe47058a7c22b0,2078113,abcat0701002,Forza,51:30.0,51:15.2
337b6a6a3a8a6a8f16f0d0be66aa703dba35430d,2749041,abcat0701002,space marine,34:22.7,34:12.2
338020210a369ff41156a7eedd6544efa32f67d1,2078113,abcat0701002,forza,10:21.9,10:15.7
